date,country,D,H,I,M,S
2021-12-20,Afghanistan,3,1,3,30,0
2021-12-20,Algeria,5,2,3,29,2
2021-12-20,Bangladesh,22,7,6,122,9
2021-12-21,Afghanistan,3,1,0,32,1
2021-12-21,Algeria,5,2,2,29,3
2021-12-21,Bangladesh,22,11,4,118,11
2021-12-22,Afghanistan,3,5,0,28,1
2021-12-22,Algeria,5,2,0,31,3
2021-12-22,Bangladesh,22,18,7,108,11
2021-12-23,Afghanistan,3,5,2,26,1
2021-12-23,Algeria,5,7,0,26,3
2021-12-23,Bangladesh,22,24,9,100,11
2021-12-24,Afghanistan,3,6,2,25,1
2021-12-24,Algeria,5,10,0,23,3
2021-12-24,Bangladesh,22,25,12,95,12
2021-12-25,Afghanistan,3,7,3,23,1
2021-12-25,Algeria,5,9,2,22,3
2021-12-25,Bangladesh,22,28,13,90,13
2021-12-26,Afghanistan,3,5,5,23,1
2021-12-26,Algeria,5,7,6,21,2
2021-12-26,Bangladesh,22,28,14,87,15
2021-12-27,Afghanistan,3,5,4,24,1
2021-12-27,Algeria,5,6,8,20,2
2021-12-27,Bangladesh,23,27,16,86,14
2021-12-28,Afghanistan,3,6,4,23,1
2021-12-28,Algeria,5,3,11,20,2
2021-12-28,Bangladesh,23,24,18,86,15
2021-12-29,Afghanistan,3,5,6,22,1
2021-12-29,Algeria,5,3,10,19,4
2021-12-29,Bangladesh,23,21,22,85,15
2021-12-30,Afghanistan,3,4,5,23,2
2021-12-30,Algeria,5,3,6,20,7
2021-12-30,Bangladesh,24,22,24,80,16
2021-12-31,Afghanistan,3,4,5,23,2
2021-12-31,Algeria,6,3,4,21,7
2021-12-31,Bangladesh,24,21,24,79,18
2022-01-01,Afghanistan,3,2,7,23,2
2022-01-01,Algeria,6,2,2,23,8
2022-01-01,Bangladesh,24,19,22,77,24
2022-01-02,Afghanistan,3,4,4,22,4
2022-01-02,Algeria,6,3,1,22,9
2022-01-02,Bangladesh,24,15,19,81,27
2022-01-03,Afghanistan,3,4,4,22,4
2022-01-03,Algeria,6,3,2,21,9
2022-01-03,Bangladesh,24,15,14,83,30
2022-01-04,Afghanistan,4,3,4,22,4
2022-01-04,Algeria,6,4,2,21,8
2022-01-04,Bangladesh,25,19,9,82,31
2022-01-05,Afghanistan,4,2,4,22,5
2022-01-05,Algeria,6,5,1,21,8
2022-01-05,Bangladesh,25,20,8,80,33
2022-01-06,Afghanistan,4,2,4,22,5
2022-01-06,Algeria,6,4,2,21,8
2022-01-06,Bangladesh,25,20,7,80,34
2022-01-07,Afghanistan,4,3,3,21,6
2022-01-07,Algeria,6,5,2,20,8
2022-01-07,Bangladesh,25,24,7,76,34
2022-01-08,Afghanistan,4,3,3,20,7
2022-01-08,Algeria,6,5,2,20,8
2022-01-08,Bangladesh,25,21,12,75,33
2022-01-09,Afghanistan,4,4,1,21,7
2022-01-09,Algeria,6,6,3,18,8
2022-01-09,Bangladesh,25,21,11,77,32
2022-01-10,Afghanistan,4,5,1,20,7
2022-01-10,Algeria,6,6,3,18,8
2022-01-10,Bangladesh,25,18,13,78,32
2022-01-11,Afghanistan,4,6,2,18,7
2022-01-11,Algeria,6,5,4,18,8
2022-01-11,Bangladesh,26,21,12,77,30
2022-01-12,Afghanistan,4,3,4,18,8
2022-01-12,Algeria,6,5,4,20,6
2022-01-12,Bangladesh,26,18,10,81,31
2022-01-13,Afghanistan,5,3,4,18,7
2022-01-13,Algeria,7,4,5,21,4
2022-01-13,Bangladesh,26,18,11,80,31
2022-01-14,Afghanistan,5,3,4,18,7
2022-01-14,Algeria,7,4,5,21,4
2022-01-14,Bangladesh,26,14,10,84,32
2022-01-15,Afghanistan,5,3,3,18,8
2022-01-15,Algeria,7,3,4,22,5
2022-01-15,Bangladesh,27,14,12,87,26
2022-01-16,Afghanistan,5,3,0,22,7
2022-01-16,Algeria,8,4,4,21,4
2022-01-16,Bangladesh,28,12,11,92,23
2022-01-17,Afghanistan,5,2,1,22,7
2022-01-17,Algeria,8,4,2,22,5
2022-01-17,Bangladesh,30,14,9,93,20
2022-01-18,Afghanistan,5,2,1,23,6
2022-01-18,Algeria,8,4,1,22,6
2022-01-18,Bangladesh,31,14,7,94,20
2022-01-19,Afghanistan,5,1,2,24,5
2022-01-19,Algeria,8,3,1,23,6
2022-01-19,Bangladesh,31,13,6,97,19
2022-01-20,Afghanistan,5,1,2,24,5
2022-01-20,Algeria,8,4,1,22,6
2022-01-20,Bangladesh,31,9,9,98,19
2022-01-21,Afghanistan,5,1,1,26,4
2022-01-21,Algeria,8,4,1,22,6
2022-01-21,Bangladesh,31,7,10,99,19
2022-01-22,Afghanistan,5,1,1,27,3
2022-01-22,Algeria,8,4,1,22,6
2022-01-22,Bangladesh,31,7,8,99,21
2022-01-23,Afghanistan,5,1,0,27,4
2022-01-23,Algeria,8,4,0,23,6
2022-01-23,Bangladesh,32,7,7,101,19
2022-01-24,Afghanistan,5,2,0,26,4
2022-01-24,Algeria,8,4,0,23,6
2022-01-24,Bangladesh,32,6,3,105,20
2022-01-25,Afghanistan,5,2,0,26,4
2022-01-25,Algeria,8,3,1,23,6
2022-01-25,Bangladesh,32,6,1,106,21
2022-01-26,Afghanistan,6,2,0,26,3
2022-01-26,Algeria,8,2,2,23,6
2022-01-26,Bangladesh,32,6,1,108,19
2022-01-27,Afghanistan,6,2,0,26,3
2022-01-27,Algeria,8,2,2,24,5
2022-01-27,Bangladesh,32,6,1,110,17
2022-01-28,Afghanistan,6,2,0,26,3
2022-01-28,Algeria,8,1,3,25,4
2022-01-28,Bangladesh,33,5,1,112,15
2022-01-29,Afghanistan,6,2,0,27,2
2022-01-29,Algeria,8,1,2,27,3
2022-01-29,Bangladesh,33,5,1,112,15
2022-01-30,Afghanistan,6,1,1,28,1
2022-01-30,Algeria,8,1,1,28,3
2022-01-30,Bangladesh,33,6,1,112,14
2022-01-31,Afghanistan,6,2,1,27,1
2022-01-31,Algeria,8,1,1,29,2
2022-01-31,Bangladesh,34,6,2,111,13
2022-02-01,Afghanistan,6,2,1,27,1
2022-02-01,Algeria,8,0,1,30,2
2022-02-01,Bangladesh,34,7,1,113,11
2022-02-02,Afghanistan,6,2,1,27,1
2022-02-02,Algeria,8,0,1,30,2
2022-02-02,Bangladesh,34,7,2,113,10
2022-02-03,Afghanistan,6,2,0,28,1
2022-02-03,Algeria,8,0,1,30,2
2022-02-03,Bangladesh,35,6,3,113,9
2022-02-04,Afghanistan,6,2,0,28,1
2022-02-04,Algeria,8,0,1,30,2
2022-02-04,Bangladesh,35,6,2,114,9
2022-02-05,Afghanistan,6,2,0,28,1
2022-02-05,Algeria,8,0,0,30,3
2022-02-05,Bangladesh,35,6,2,116,7
2022-02-06,Afghanistan,6,2,0,29,0
2022-02-06,Algeria,8,0,0,30,3
2022-02-06,Bangladesh,35,6,1,116,8
2022-02-07,Afghanistan,6,2,0,29,0
2022-02-07,Algeria,8,0,0,30,3
2022-02-07,Bangladesh,35,5,1,119,6
2022-02-08,Afghanistan,6,0,2,29,0
2022-02-08,Algeria,8,0,0,30,3
2022-02-08,Bangladesh,35,7,1,119,4
2022-02-09,Afghanistan,6,0,2,29,0
2022-02-09,Algeria,8,0,0,30,3
2022-02-09,Bangladesh,35,7,1,119,4
2022-02-10,Afghanistan,6,1,2,28,0
2022-02-10,Algeria,8,0,0,30,3
2022-02-10,Bangladesh,35,7,1,119,4
2022-02-11,Afghanistan,6,1,2,28,0
2022-02-11,Algeria,8,0,0,30,3
2022-02-11,Bangladesh,35,7,0,121,3
2022-02-12,Afghanistan,6,1,0,30,0
2022-02-12,Algeria,8,0,0,31,2
2022-02-12,Bangladesh,35,7,0,121,3
2022-02-13,Afghanistan,6,1,0,30,0
2022-02-13,Algeria,8,0,0,31,2
2022-02-13,Bangladesh,35,8,0,120,3
2022-02-14,Afghanistan,6,1,0,30,0
2022-02-14,Algeria,8,0,0,31,2
2022-02-14,Bangladesh,35,7,1,120,3
2022-02-15,Afghanistan,6,1,0,30,0
2022-02-15,Algeria,8,0,0,32,1
2022-02-15,Bangladesh,35,6,2,121,2
2022-02-16,Afghanistan,6,1,0,30,0
2022-02-16,Algeria,8,0,0,32,1
2022-02-16,Bangladesh,35,5,3,121,2
2022-02-17,Afghanistan,6,1,0,30,0
2022-02-17,Algeria,8,0,0,32,1
2022-02-17,Bangladesh,35,4,4,121,2
2022-02-18,Afghanistan,6,1,0,30,0
2022-02-18,Algeria,8,0,0,32,1
2022-02-18,Bangladesh,35,4,3,122,2
2022-02-19,Afghanistan,6,1,0,30,0
2022-02-19,Algeria,8,0,0,33,0
2022-02-19,Bangladesh,35,3,3,122,3
2022-02-20,Afghanistan,6,1,0,30,0
2022-02-20,Algeria,8,0,0,33,0
2022-02-20,Bangladesh,35,3,2,123,3
2022-02-21,Afghanistan,6,1,0,30,0
2022-02-21,Algeria,8,0,0,33,0
2022-02-21,Bangladesh,35,3,1,124,3
2022-02-22,Afghanistan,6,1,0,30,0
2022-02-22,Algeria,8,0,0,33,0
2022-02-22,Bangladesh,35,3,1,124,3
2022-02-23,Afghanistan,6,1,0,30,0
2022-02-23,Algeria,8,0,0,33,0
2022-02-23,Bangladesh,35,2,1,124,4
2022-02-24,Afghanistan,6,1,0,30,0
2022-02-24,Algeria,8,0,0,33,0
2022-02-24,Bangladesh,35,2,1,124,4
2022-02-25,Afghanistan,6,1,0,30,0
2022-02-25,Algeria,8,0,0,33,0
2022-02-25,Bangladesh,35,3,1,123,4
2022-02-26,Afghanistan,6,1,0,30,0
2022-02-26,Algeria,8,0,0,33,0
2022-02-26,Bangladesh,35,3,1,123,4
2022-02-27,Afghanistan,6,1,0,30,0
2022-02-27,Algeria,8,0,0,33,0
2022-02-27,Bangladesh,35,3,0,124,4
2022-02-28,Afghanistan,6,0,1,30,0
2022-02-28,Algeria,8,0,0,33,0
2022-02-28,Bangladesh,35,3,0,124,4
2022-03-01,Afghanistan,6,0,1,30,0
2022-03-01,Algeria,8,0,0,33,0
2022-03-01,Bangladesh,35,2,1,124,4
2022-03-02,Afghanistan,6,0,1,30,0
2022-03-02,Algeria,8,0,0,33,0
2022-03-02,Bangladesh,35,2,1,124,4
2022-03-03,Afghanistan,6,0,1,30,0
2022-03-03,Algeria,8,0,0,33,0
2022-03-03,Bangladesh,35,2,1,124,4
2022-03-04,Afghanistan,6,0,0,31,0
2022-03-04,Algeria,8,0,0,33,0
2022-03-04,Bangladesh,35,2,1,125,3
2022-03-05,Afghanistan,6,0,0,31,0
2022-03-05,Algeria,8,0,0,33,0
2022-03-05,Bangladesh,35,2,0,127,2
2022-03-06,Afghanistan,6,0,0,31,0
2022-03-06,Algeria,8,0,0,33,0
2022-03-06,Bangladesh,35,2,0,128,1
2022-03-07,Afghanistan,6,0,0,31,0
2022-03-07,Algeria,8,0,0,33,0
2022-03-07,Bangladesh,35,2,0,128,1
2022-03-08,Afghanistan,6,0,0,31,0
2022-03-08,Algeria,8,0,0,33,0
2022-03-08,Bangladesh,35,1,1,128,1
2022-03-09,Afghanistan,6,0,0,31,0
2022-03-09,Algeria,8,0,0,33,0
2022-03-09,Bangladesh,35,1,1,129,0
2022-03-10,Afghanistan,6,0,0,31,0
2022-03-10,Algeria,8,0,0,33,0
2022-03-10,Bangladesh,35,1,1,129,0
2022-03-11,Afghanistan,6,0,0,31,0
2022-03-11,Algeria,8,0,0,33,0
2022-03-11,Bangladesh,35,1,1,129,0
2022-03-12,Afghanistan,6,0,0,31,0
2022-03-12,Algeria,8,0,0,33,0
2022-03-12,Bangladesh,35,1,0,129,1
2022-03-13,Afghanistan,6,0,0,31,0
2022-03-13,Algeria,8,0,0,33,0
2022-03-13,Bangladesh,35,1,0,129,1
2022-03-14,Afghanistan,6,0,0,31,0
2022-03-14,Algeria,8,0,0,33,0
2022-03-14,Bangladesh,35,1,0,129,1
2022-03-15,Afghanistan,6,0,0,31,0
2022-03-15,Algeria,8,0,0,33,0
2022-03-15,Bangladesh,35,0,1,129,1
2022-03-16,Afghanistan,6,0,0,31,0
2022-03-16,Algeria,8,0,0,33,0
2022-03-16,Bangladesh,35,0,1,129,1
2022-03-17,Afghanistan,6,0,0,31,0
2022-03-17,Algeria,8,0,0,33,0
2022-03-17,Bangladesh,35,0,1,129,1
2022-03-18,Afghanistan,6,0,0,31,0
2022-03-18,Algeria,8,0,0,33,0
2022-03-18,Bangladesh,35,0,1,129,1
2022-03-19,Afghanistan,6,0,0,31,0
2022-03-19,Algeria,8,0,0,33,0
2022-03-19,Bangladesh,35,0,0,129,2
2022-03-20,Afghanistan,6,0,0,31,0
2022-03-20,Algeria,8,0,0,33,0
2022-03-20,Bangladesh,35,0,0,129,2
2022-03-21,Afghanistan,6,0,0,31,0
2022-03-21,Algeria,8,0,0,33,0
2022-03-21,Bangladesh,35,0,0,129,2
2022-03-22,Afghanistan,6,0,0,31,0
2022-03-22,Algeria,8,0,0,33,0
2022-03-22,Bangladesh,35,0,0,129,2
2022-03-23,Afghanistan,6,0,0,31,0
2022-03-23,Algeria,8,0,0,33,0
2022-03-23,Bangladesh,35,0,0,129,2
2022-03-24,Afghanistan,6,0,0,31,0
2022-03-24,Algeria,8,0,0,33,0
2022-03-24,Bangladesh,35,0,0,129,2
2022-03-25,Afghanistan,6,0,0,31,0
2022-03-25,Algeria,8,0,0,33,0
2022-03-25,Bangladesh,35,0,0,129,2
2022-03-26,Afghanistan,6,0,0,31,0
2022-03-26,Algeria,8,0,0,33,0
2022-03-26,Bangladesh,35,0,0,130,1
2022-03-27,Afghanistan,6,0,0,31,0
2022-03-27,Algeria,8,0,0,33,0
2022-03-27,Bangladesh,35,0,0,130,1
2022-03-28,Afghanistan,6,0,0,31,0
2022-03-28,Algeria,8,0,0,33,0
2022-03-28,Bangladesh,35,0,0,130,1
2022-03-29,Afghanistan,6,0,0,31,0
2022-03-29,Algeria,8,0,0,33,0
2022-03-29,Bangladesh,35,0,0,130,1
2022-03-30,Afghanistan,6,0,0,31,0
2022-03-30,Algeria,8,0,0,33,0
2022-03-30,Bangladesh,35,0,0,130,1
2022-03-31,Afghanistan,6,0,0,31,0
2022-03-31,Algeria,8,0,0,33,0
2022-03-31,Bangladesh,35,0,0,130,1
2022-04-01,Afghanistan,6,0,0,31,0
2022-04-01,Algeria,8,0,0,33,0
2022-04-01,Bangladesh,35,0,0,130,1
2022-04-02,Afghanistan,6,0,0,31,0
2022-04-02,Algeria,8,0,0,33,0
2022-04-02,Bangladesh,35,0,0,131,0
2022-04-03,Afghanistan,6,0,0,31,0
2022-04-03,Algeria,8,0,0,33,0
2022-04-03,Bangladesh,35,0,0,131,0
2022-04-04,Afghanistan,6,0,0,31,0
2022-04-04,Algeria,8,0,0,33,0
2022-04-04,Bangladesh,35,0,0,131,0
2022-04-05,Afghanistan,6,0,0,31,0
2022-04-05,Algeria,8,0,0,33,0
2022-04-05,Bangladesh,35,0,0,131,0
2022-04-06,Afghanistan,6,0,0,31,0
2022-04-06,Algeria,8,0,0,33,0
2022-04-06,Bangladesh,35,0,0,131,0
2022-04-07,Afghanistan,6,0,0,31,0
2022-04-07,Algeria,8,0,0,33,0
2022-04-07,Bangladesh,35,0,0,131,0
2022-04-08,Afghanistan,6,0,0,31,0
2022-04-08,Algeria,8,0,0,33,0
2022-04-08,Bangladesh,35,0,0,131,0
2022-04-09,Afghanistan,6,0,0,31,0
2022-04-09,Algeria,8,0,0,33,0
2022-04-09,Bangladesh,35,0,0,131,0
2022-04-10,Afghanistan,6,0,0,31,0
2022-04-10,Algeria,8,0,0,33,0
2022-04-10,Bangladesh,35,0,0,131,0
2022-04-11,Afghanistan,6,0,0,31,0
2022-04-11,Algeria,8,0,0,33,0
2022-04-11,Bangladesh,35,2,0,129,0
2022-04-12,Afghanistan,6,1,0,30,0
2022-04-12,Algeria,8,1,0,32,0
2022-04-12,Bangladesh,35,2,1,128,0
2022-04-13,Afghanistan,6,2,0,29,0
2022-04-13,Algeria,8,0,1,32,0
2022-04-13,Bangladesh,35,4,1,126,0
2022-04-14,Afghanistan,6,2,0,29,0
2022-04-14,Algeria,8,0,1,32,0
2022-04-14,Bangladesh,35,3,3,125,0
2022-04-15,Afghanistan,6,2,1,28,0
2022-04-15,Algeria,8,0,1,32,0
2022-04-15,Bangladesh,35,2,4,125,0
2022-04-16,Afghanistan,6,2,1,28,0
2022-04-16,Algeria,8,0,1,32,0
2022-04-16,Bangladesh,35,3,4,124,0
2022-04-17,Afghanistan,6,1,2,28,0
2022-04-17,Algeria,8,1,0,31,1
2022-04-17,Bangladesh,35,3,6,122,0
2022-04-18,Afghanistan,6,1,2,28,0
2022-04-18,Algeria,8,1,0,31,1
2022-04-18,Bangladesh,35,2,5,123,1
2022-04-19,Afghanistan,6,1,1,29,0
2022-04-19,Algeria,8,0,1,31,1
2022-04-19,Bangladesh,35,5,4,121,1
2022-04-20,Afghanistan,6,2,2,27,0
2022-04-20,Algeria,8,0,1,31,1
2022-04-20,Bangladesh,35,6,4,119,2
2022-04-21,Afghanistan,6,2,1,27,1
2022-04-21,Algeria,8,2,1,29,1
2022-04-21,Bangladesh,35,5,3,120,3
2022-04-22,Afghanistan,6,1,2,27,1
2022-04-22,Algeria,8,2,1,29,1
2022-04-22,Bangladesh,35,6,2,120,3
2022-04-23,Afghanistan,6,1,2,27,1
2022-04-23,Algeria,8,1,1,29,2
2022-04-23,Bangladesh,35,3,5,120,3
2022-04-24,Afghanistan,6,1,1,28,1
2022-04-24,Algeria,8,1,1,29,2
2022-04-24,Bangladesh,35,4,4,120,3
2022-04-25,Afghanistan,6,1,1,28,1
2022-04-25,Algeria,8,2,1,28,2
2022-04-25,Bangladesh,35,4,4,119,4
2022-04-26,Afghanistan,6,3,0,27,1
2022-04-26,Algeria,8,1,2,28,2
2022-04-26,Bangladesh,35,7,4,116,4
2022-04-27,Afghanistan,6,1,2,27,1
2022-04-27,Algeria,8,1,1,29,2
2022-04-27,Bangladesh,35,8,3,115,5
2022-04-28,Afghanistan,6,1,3,26,1
2022-04-28,Algeria,8,1,1,29,2
2022-04-28,Bangladesh,35,9,5,112,5
2022-04-29,Afghanistan,6,2,3,25,1
2022-04-29,Algeria,8,2,1,28,2
2022-04-29,Bangladesh,35,8,7,110,6
2022-04-30,Afghanistan,6,3,3,24,1
2022-04-30,Algeria,8,3,0,28,2
2022-04-30,Bangladesh,35,9,9,107,6
